         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            63435178              55        22.04        22.04         1212.20         1493.80
            15183855              18        24.59        24.59          442.62          536.40
            15431795              95        15.33        15.33         1456.35         1819.25
            13174473              91        29.75        29.75         2707.25         3246.88
            80084832              35        23.91        23.91          836.85         1007.65
            18659990              43        15.01        15.01          645.43          892.68
            50536431              89        26.48        26.48         2356.72         2668.22
            35262107               8        14.46        14.46          115.68          159.28
            86457838              45        22.84        22.84         1027.80         1163.70
            77803747              70        26.72        26.72         1870.40         2081.80
            69855441              96        15.56        15.56         1493.76         1801.92
            49142030              36        23.15        23.15          833.40         1008.36
            62963680              36        17.16        17.16          617.76          810.00
            29884085              52        26.47        26.47         1376.44         1583.92
            88550476              20        21.62        21.62          432.40          497.20
            15917508              81        28.92        28.92         2342.52         2588.76
            61299263              98        29.11        29.11         2852.78         3234.98
            62481686              38        27.38        27.38         1040.44         1183.70
            72587977              76        24.53        24.53         1864.28         2261.00
            25372090              93        17.27        17.27         1606.11         2138.07
            14599689              68        21.52        21.52         1463.36         1805.40
            42578554              20        17.59        17.59          351.80          428.80
            49996948              32        21.50        21.50          688.00          852.48
            42145649              30        19.23        19.23          576.90          747.00
            22231544              65        23.11        23.11         1502.15         1830.40
            29257517              83        10.76        10.76          893.08         1156.19
            60289116               3        14.50        14.50           43.50           56.73
            17800899              16        22.20        22.20          355.20          416.16
            56827836              55        15.74        15.74          865.70         1109.35
            56222908              32        15.37        15.37          491.84          647.04
            39341800              25        24.32        24.32          608.00          739.50
            77086674              85        18.06        18.06         1535.10         2029.80
            31665020              26        15.76        15.76          409.76          488.28
            31650412              77        28.82        28.82         2219.14         2497.11
            60683021               2        18.36        18.36           36.72           47.50
            59802180              33        13.26        13.26          437.58          587.07
            32728517              82        15.43        15.43         1265.26         1605.56
            23180207              23        21.63        21.63          497.49          593.17
            16224831              41        11.63        11.63          476.83          675.27
            30739126              14        27.83        27.83          389.62          466.06
            31803679              94        23.14        23.14         2175.16         2501.34
            27572106              22        25.71        25.71          565.62          694.32
            81781879              98        21.13        21.13         2070.74         2366.70
            59802180              33        13.26        13.26          437.58          587.07
            80858072              98        13.32        13.32         1305.36         1655.22
            39458442              23        20.49        20.49          471.27          599.38
            58445058               2        21.96        21.96           43.92           54.82
            21340084              74        23.88        23.88         1767.12         2175.60
            83582158              67        22.44        22.44         1503.48         1762.10
            49493175              39        14.55        14.55          567.45          742.17
            31641263              48        20.95        20.95         1005.60         1256.16
            28342656               2        26.18        26.18           52.36           61.64
            56030075              46        18.62        18.62          856.52         1049.26
            72587977              76        24.53        24.53         1864.28         2261.00
            76254359              49        10.58        10.58          518.42          721.77
            29134137              49        13.61        13.61          666.89          921.69
            71327423              62        27.16        27.16         1683.92         1969.74
            63758855              39        11.25        11.25          438.75          573.30
            48509677               4        25.20        25.20          100.80          118.84
            49263193              93        29.39        29.39         2733.27         3244.77
            36386359              60        12.09        12.09          725.40         1032.60
            69865581              94        21.26        21.26         1998.44         2486.30
            44603982              11        14.04        14.04          154.44          207.57
            85941566              18        21.95        21.95          395.10          486.00
            46621097              48        26.37        26.37         1265.76         1432.32
            71852096              57        26.92        26.92         1534.44         1750.47
            64418724               9        21.15        21.15          190.35          226.98
            42145649              30        19.23        19.23          576.90          747.00
            86578282              36        29.59        29.59         1065.24         1206.36
            14947415              10        16.17        16.17          161.70          211.00
            83980353              56        20.50        20.50         1148.00         1455.44
            27572106              22        25.71        25.71          565.62          694.32
            25725760              15        26.82        26.82          402.30          482.55
            38944334              93        13.73        13.73         1276.89         1721.43
            55344433              71        29.00        29.00         2059.00         2438.85
            85525597              18        17.05        17.05          306.90          403.56
            15495526              36        16.20        16.20          583.20          736.92
            40171345              51        17.93        17.93          914.43         1074.06
            66125098              44        22.44        22.44          987.36         1250.04
            86012790               1        11.18        11.18           11.18           15.75
            28342656               2        26.18        26.18           52.36           61.64
            56411306              64        10.97        10.97          702.08         1064.96
            87951178              60        18.19        18.19         1091.40         1402.20
            81982758              56        10.68        10.68          598.08          831.04
            83391843              30        20.31        20.31          609.30          710.10
            19784361               6        18.19        18.19          109.14          127.20
            41610696               9        14.03        14.03          126.27          155.70
            43849621              22        20.16        20.16          443.52          524.04
            50295179              88        23.09        23.09         2031.92         2472.80
            52715440              86        16.72        16.72         1437.92         1724.30
            31081490               1        20.71        20.71           20.71           24.06
            36760711              52        18.94        18.94          984.88         1219.92
            27176633              51        12.76        12.76          650.76          827.22
            50295179              88        23.09        23.09         2031.92         2472.80
            26923610              35        21.70        21.70          759.50          877.10
            72874936               5        18.34        18.34           91.70          114.80
            15555649              71        18.67        18.67         1325.57         1567.68
            37195393              94        25.99        25.99         2443.06         2817.18
            82258988              50        17.04        17.04          852.00         1038.00
            46132369              64        28.23        28.23         1806.72         2069.76
            87209284              91        27.20        27.20         2475.20         2859.22
            71387635              81        14.74        14.74         1193.94         1451.52
            53741016              54        23.69        23.69         1279.26         1463.40
            69358897              32        23.73        23.73          759.36          919.36
            31761910              89        17.84        17.84         1587.76         2047.89
            18977685              81        16.39        16.39         1327.59         1649.16
            67167784               7        20.82        20.82          145.74          168.56
            38917581              77        26.47        26.47         2038.19         2392.39
            72660734              37        22.74        22.74          841.38         1006.03
            42884653              91        15.56        15.56         1415.96         1758.12
            41721415              31        12.02        12.02          372.62          557.07
            31050885              78        18.33        18.33         1429.74         1712.10
            17327188              41        23.79        23.79          975.39         1155.38
            14375908              58        15.24        15.24          883.92         1152.46
            79334055              46        26.54        26.54         1220.84         1415.42
            60123854              80        22.90        22.90         1832.00         2107.20
            12880478              18        24.61        24.61          442.98          543.60
            39941194              44        19.12        19.12          841.28         1026.52
            49265048              58        13.50        13.50          783.00         1096.20
            28232368              63        19.07        19.07         1201.41         1510.74
            37761798              48        13.31        13.31          638.88          862.56
            52968876              99        11.77        11.77         1165.23         1744.38
            36473623              16        15.21        15.21          243.36          318.24
            40095023              62        18.63        18.63         1155.06         1507.22
            60384491              55        28.17        28.17         1549.35         1789.15
            24388225              28        17.90        17.90          501.20          633.92
            52614745              37        22.62        22.62          836.94         1045.25
            13045439              80        20.24        20.24         1619.20         1920.00
            80203561               4        28.03        28.03          112.12          131.56
            65014865              54        28.95        28.95         1563.30         1851.12
            69384947              99        12.41        12.41         1228.59         1658.25
            28458648              97        19.67        19.67         1907.99         2204.81
            18870895              77        22.80        22.80         1755.60         2040.50
            80858072              98        13.32        13.32         1305.36         1655.22
            88189478              86        15.24        15.24         1310.64         1681.30
            64853503              41        12.51        12.51          512.91          689.62
            88563106              11        11.74        11.74          129.14          176.11
            43984612              76        25.76        25.76         1957.76         2394.76
            84666631              32        28.79        28.79          921.28         1112.00
            54979164              83        21.06        21.06         1747.98         2087.45
            72247784              90        11.52        11.52         1036.80         1553.40
            49559225              94        21.63        21.63         2033.22         2551.16
            62839762              93        14.75        14.75         1371.75         1877.67
            15276046              96        15.72        15.72         1509.12         1864.32
            57630177              38        26.52        26.52         1007.76         1132.78
            49045379              25        14.14        14.14          353.50          476.00
            17461679              54        10.76        10.76          581.04          903.96
            88301639              13        23.37        23.37          303.81          355.16
            79170842              16        29.59        29.59          473.44          556.00
            22231544              65        23.11        23.11         1502.15         1830.40
            68324629               6        24.98        24.98          149.88          183.66
            68262175              92        19.83        19.83         1824.36         2254.00
            59474045              55        11.99        11.99          659.45          919.60
            88491828              34        29.57        29.57         1005.38         1164.16
            81106814               9        12.55        12.55          112.95          156.42
            72216160               2        10.67        10.67           21.34           29.44
            50040763              32        14.71        14.71          470.72          640.64
            43771833              50        18.24        18.24          912.00         1076.00
            44137228              61        23.26        23.26         1418.86         1675.06
            83234292              26        23.80        23.80          618.80          760.24
            88304184              84        18.55        18.55         1558.20         1943.76
            77435552              39        12.08        12.08          471.12          675.87
            81138617              46        15.15        15.15          696.90          908.96
            56953445              35        21.16        21.16          740.60          904.75
            71540862              46        25.58        25.58         1176.68         1393.80
            14698138              39        15.68        15.68          611.52          822.12
            21098319              27        16.73        16.73          451.71          562.68
            79170842              16        29.59        29.59          473.44          556.00
            74497902              82        20.00        20.00         1640.00         1903.22
            35304393              38        29.75        29.75         1130.50         1279.08
            76147512              40        24.26        24.26          970.40         1096.00
            58045576              64        10.51        10.51          672.64         1036.80
            82258988              50        17.04        17.04          852.00         1038.00
            85699860              21        20.28        20.28          425.88          490.77
            31396612              63        15.52        15.52          977.76         1329.93
            88046718              25        22.56        22.56          564.00          687.25
            46132369              64        28.23        28.23         1806.72         2069.76
            56664402              75        12.40        12.40          930.00         1194.75
            49142030              36        23.15        23.15          833.40         1008.36
            23132529              24        24.77        24.77          594.48          680.16
            34389249              83        17.68        17.68         1467.44         1874.14
            55371335              27        18.18        18.18          490.86          634.50
            34189844              93        16.77        16.77         1559.61         1946.49
            71529535              21        27.36        27.36          574.56          651.84
            63706075              21        15.39        15.39          323.19          446.46
            26782989              32        17.16        17.16          549.12          669.76
            51080942              56        23.57        23.57         1319.92         1629.04
            12949685               6        26.89        26.89          161.34          185.76
            71733835              17        22.36        22.36          380.12          436.39
            27270146              81        23.52        23.52         1905.12         2239.65
            22142782              41        17.65        17.65          723.65          893.80
            86232263              80        11.06        11.06          884.80         1194.40
            33686751              46        20.10        20.10          924.60         1092.04
            42978025              89        27.65        27.65         2460.85         2969.04
            77803747              70        26.72        26.72         1870.40         2081.80
            52700852              67        28.70        28.70         1922.90         2129.93
            63689991              40        26.49        26.49         1059.60         1274.80
            74627727              31        23.93        23.93          741.83          869.86
            36020570              22        15.27        15.27          335.94          435.16
            43715790              31        27.98        27.98          867.38          982.08
            39898842               8        20.69        20.69          165.52          203.36
            22877827               6        16.46        16.46           98.76          127.14
            55396347              65        12.49        12.49          811.85         1172.60
            31353041              28        21.82        21.82          610.96          774.76
            35631998              79        25.89        25.89         2045.31         2335.24
            57739204               1        23.02        23.02           23.02           27.52
            78907535              46        22.91        22.91         1053.86         1256.72
            43891580              46        11.44        11.44          526.24          741.98
            13045439              80        20.24        20.24         1619.20         1920.00
            60360685              42        28.86        28.86         1212.12         1391.88
            74435780              64        24.09        24.09         1541.76         1893.12
            43151607              65        13.59        13.59          883.35         1245.40
            20766559              15        17.28        17.28          259.20          328.20
            75541722              78        22.80        22.80         1778.40         2025.66
            64463514               1        15.90        15.90           15.90           19.22
            40176566              78        23.29        23.29         1816.62         2280.72
            50134836               8        27.71        27.71          221.68          251.84
            47533952              96        11.85        11.85         1137.60         1515.84
            54036898              68        10.71        10.71          728.28          937.04
            80101873              62        28.13        28.13         1744.06         2001.36
            68740451               3        10.94        10.94           32.82           48.42
            73638310              31        14.74        14.74          456.94          599.85
            18398033              13        29.16        29.16          379.08          418.86
            29022294              63        14.43        14.43          909.09         1148.49
            66910032              10        12.87        12.87          128.70          171.10
            86767861              93        16.94        16.94         1575.42         2085.99
            18982295              44        21.43        21.43          942.92         1131.24
            22662424               1        11.84        11.84           11.84           15.28
            19103941              66        25.55        25.55         1686.30         1900.14
            76076746              64        15.72        15.72         1006.08         1234.56
            50743173              92        24.91        24.91         2291.72         2728.72
            77445705              30        29.18        29.18          875.40         1009.50
            42578554              20        17.59        17.59          351.80          428.80
            64002588              59        20.18        20.18         1190.62         1441.96
            41989446              16        22.21        22.21          355.36          436.16
            81781879              98        21.13        21.13         2070.74         2366.70
            70811150              90        27.85        27.85         2506.50         3013.20
            16643747              76        20.80        20.80         1580.80         2025.40
            80437590              89        12.47        12.47         1109.83         1575.30
            59802180              33        13.26        13.26          437.58          587.07
            29884085              52        26.47        26.47         1376.44         1583.92
            35539581              17        16.74        16.74          284.58          376.21
            64418724               9        21.15        21.15          190.35          226.98
            11531675              85        10.99        10.99          934.15         1369.35
            71327423              62        27.16        27.16         1683.92         1969.74
            88301639              13        23.37        23.37          303.81          355.16
            30418386              42        23.72        23.72          996.24         1180.62
            21340084              74        23.88        23.88         1767.12         2175.60
            35141667              98        21.15        21.15         2072.70         2590.14
            35390230              73        26.80        26.80         1956.40         2335.27
            15039599               1        21.53        21.53           21.53           26.95
            88452976              45        13.45        13.45          605.25          802.35
            63173268               9        15.25        15.25          137.25          166.14
            55842246              48        15.98        15.98          767.04         1028.64
            86767861              93        16.94        16.94         1575.42         2085.99
            15431795              95        15.33        15.33         1456.35         1819.25
            54756389               6        10.30        10.30           61.80           80.88
            84179853              47        12.93        12.93          607.71          874.67
            36386359              60        12.09        12.09          725.40         1032.60
            27572106              22        25.71        25.71          565.62          694.32
            23180207              23        21.63        21.63          497.49          593.17
            86414890              27        10.02        10.02          270.54          389.34
            31650412              77        28.82        28.82         2219.14         2497.11
            24718062              29        24.71        24.71          716.59          886.53
            83582158              67        22.44        22.44         1503.48         1762.10
            84001619               3        20.58        20.58           61.74           73.44
            40299841              50        28.50        28.50         1425.00         1594.50
            74543762              61        12.57        12.57          766.77         1028.46
            31396612              63        15.52        15.52          977.76         1329.93
            77803747              70        26.72        26.72         1870.40         2081.80
            28069210              27        12.45        12.45          336.15          457.38
            25372090              93        17.27        17.27         1606.11         2138.07
            41721415              31        12.02        12.02          372.62          557.07
            68262175              92        19.83        19.83         1824.36         2254.00
            51138886              14        29.87        29.87          418.18          482.30
            52392582              78        16.69        16.69         1301.82         1584.18
            43436020              40        25.86        25.86         1034.40         1239.60
            28560733              85        29.66        29.66         2521.10         2958.00
            81946005              22        19.90        19.90          437.80          534.38
            54404663              50        25.23        25.23         1261.50         1458.00
            31761910              89        17.84        17.84         1587.76         2047.89
            31187804              66        20.23        20.23         1335.18         1680.36
            37511487              37        25.77        25.77          953.49         1122.58
            63798705              29        25.13        25.13          728.77          894.65
            56222908              32        15.37        15.37          491.84          647.04
            16618211              24        17.44        17.44          418.56          498.72
            11303142              47        10.56        10.56          496.32          768.45
            48509677               4        25.20        25.20          100.80          118.84
            22971931              40        17.84        17.84          713.60          943.60
            14599689              68        21.52        21.52         1463.36         1805.40
            59474045              55        11.99        11.99          659.45          919.60
            84666631              32        28.79        28.79          921.28         1112.00
            53972005              43        22.81        22.81          980.83         1225.93
            77085365              41        22.53        22.53          923.73         1093.06
            68849001              21        11.90        11.90          249.90          326.76
            32407988              15        28.85        28.85          432.75          519.75
            55263273              42        18.62        18.62          782.04          933.24
            15183855              18        24.59        24.59          442.62          536.40
            21323997              81        12.74        12.74         1031.94         1311.39
            85466608              62        12.70        12.70          787.40          999.44
            44603982              11        14.04        14.04          154.44          207.57
            33429908              40        26.09        26.09         1043.60         1205.60
            81296480              90        25.59        25.59         2303.10         2801.70
            48635725              21        18.82        18.82          395.22          498.12
            23132529              24        24.77        24.77          594.48          680.16
            83637016              69        27.45        27.45         1894.05         2188.68
            12968942              80        18.72        18.72         1497.60         1797.60
            54667311              34        13.30        13.30          452.20          591.60
            27640169              59        10.52        10.52          620.68          905.65
            21314622              60        18.99        18.99         1139.40         1451.40
            31803679              94        23.14        23.14         2175.16         2501.34
            37303335              98        14.00        14.00         1372.00         1865.92
            60716308              47        20.86        20.86          980.42         1258.66
            55473817              57        19.13        19.13         1090.41         1261.41
            44928407              38        14.42        14.42          547.96          761.14
            27470967              10        16.17        16.17          161.70          203.60
            80084832              35        23.91        23.91          836.85         1007.65
            49336268              99        15.02        15.02         1486.98         1832.49
            40278707              84        20.15        20.15         1692.60         2041.20
            79891110               8        10.47        10.47           83.76          129.20
            47578754              90        26.20        26.20         2358.00         2739.60
            80924508              94        23.82        23.82         2239.08         2645.16
            39941194              44        19.12        19.12          841.28         1026.52
            48583427              80        15.99        15.99         1279.20         1654.40
            18659990              43        15.01        15.01          645.43          892.68
            70692724               6        19.41        19.41          116.46          137.28
            56884152               4        15.70        15.70           62.80           85.04
            40036792              65        17.31        17.31         1125.15         1505.40
            46318094              53        13.39        13.39          709.67          993.22
            81379037              14        27.74        27.74          388.36          441.84
            43151607              65        13.59        13.59          883.35         1245.40
            34171236              19        24.01        24.01          456.19          556.51
            31917171              58        23.27        23.27         1349.66         1582.82
            82887766              39        16.82        16.82          655.98          840.45
            46738486              38        14.87        14.87          565.06          738.72
            19784361               6        18.19        18.19          109.14          127.20
            39635549               8        28.02        28.02          224.16          266.56
            76427814              70        21.25        21.25         1487.50         1705.20
            85699185              26        13.43        13.43          349.18          499.98
            61299263              98        29.11        29.11         2852.78         3234.98
            55344433              71        29.00        29.00         2059.00         2438.85
            22877827               6        16.46        16.46           98.76          127.14
            28342656               2        26.18        26.18           52.36           61.64
            71351528              91        18.02        18.02         1639.82         1980.16
            14366464              32        10.12        10.12          323.84          505.92
            78206035              11        25.00        25.00          275.00          332.09
            86202831              47        29.26        29.26         1375.22         1655.81
            49265048              58        13.50        13.50          783.00         1096.20
            43715790              31        27.98        27.98          867.38          982.08
            75647204              28        19.39        19.39          542.92          696.36
            49336268              99        15.02        15.02         1486.98         1832.49
            44560715              50        13.19        13.19          659.50          883.50
            49013255              89        18.32        18.32         1630.48         2160.03
            59128090              11        16.39        16.39          180.29          221.32
            79490708              84        10.37        10.37          871.08         1281.00
            78122228              85        13.73        13.73         1167.05         1576.75
            67515582              61        17.43        17.43         1063.23         1255.99
            29435965              39        25.28        25.28          985.92         1217.97
            78407458               4        16.28        16.28           65.12           85.32
            42884653              91        15.56        15.56         1415.96         1758.12
            87553231              70        23.79        23.79         1665.30         1974.00
            50317035              30        22.64        22.64          679.20          770.40
            58445058               2        21.96        21.96           43.92           54.82
            79902221              71        22.07        22.07         1566.97         1821.86
            86457838              45        22.84        22.84         1027.80         1163.70
            33429908              40        26.09        26.09         1043.60         1205.60
            17358405              66        15.82        15.82         1044.12         1391.28
            35303316              84        10.96        10.96          920.64         1178.52
            72874936               5        18.34        18.34           91.70          114.80
            65537294              64        21.96        21.96         1405.44         1764.48
            34189844              93        16.77        16.77         1559.61         1946.49
            34763532              86        15.68        15.68         1348.48         1820.62
            28062267              47        14.68        14.68          689.96          848.82
            68458253              17        18.28        18.28          310.76          362.44
            35262107               8        14.46        14.46          115.68          159.28
            73324460              35        13.12        13.12          459.20          651.00
            60289116               3        14.50        14.50           43.50           56.73
            23842706              77        10.92        10.92          840.84         1119.58
            15917508              81        28.92        28.92         2342.52         2588.76
            39341800              25        24.32        24.32          608.00          739.50
            58810322               4        19.17        19.17           76.68          100.12
            42770709              50        12.19        12.19          609.50          772.00
            38280325              17        12.94        12.94          219.98          272.17
            28810429              81        29.49        29.49         2388.69         2673.81
            17103483              86        24.10        24.10         2072.60         2352.96
            39347416              68        18.06        18.06         1228.08         1610.24
            70401508              98        28.82        28.82         2824.36         3335.92
            34311148              62        12.77        12.77          791.74         1127.78
            14379934              45        29.70        29.70         1336.50         1492.65
            49142030              36        23.15        23.15          833.40         1008.36
            50019335              63        18.86        18.86         1188.18         1451.52
            45117011             100        19.02        19.02         1902.00         2456.00
            50310242              84        10.30        10.30          865.20         1159.20
            49300488              61        10.69        10.69          652.09          993.08
            31353041              28        21.82        21.82          610.96          774.76
            55396347              65        12.49        12.49          811.85         1172.60
            43510588              29        25.05        25.05          726.45          846.22
            50036717               8        24.69        24.69          197.52          229.84
            27240862              43        28.12        28.12         1209.16         1345.04
            49052689              79        23.14        23.14         1828.06         2186.72
            70937179              64        12.78        12.78          817.92         1136.00
            47216256              83        24.21        24.21         2009.43         2491.66
            46288741              98        26.86        26.86         2632.28         3196.76
            38072280              17        22.95        22.95          390.15          487.05
            60123854              80        22.90        22.90         1832.00         2107.20
            44493871              38        21.74        21.74          826.12          945.44
            55473817              57        19.13        19.13         1090.41         1261.41
            61130267              34        10.88        10.88          369.92          487.56
            18082546              53        23.34        23.34         1237.02         1538.59
            21390393              99        10.14        10.14         1003.86         1394.91
            60027243              72        19.48        19.48         1402.56         1794.96
            14947415              10        16.17        16.17          161.70          211.00
            72591229              27        15.58        15.58          420.66          551.07
            22217524              54        10.94        10.94          590.76          840.24
            77514121              29        23.08        23.08          669.32          765.02
            14366464              32        10.12        10.12          323.84          505.92
            30739126              14        27.83        27.83          389.62          466.06
            73833666              69        21.75        21.75         1500.75         1801.59
            15388347              59        27.85        27.85         1643.15         1924.58
            66955027              45        26.73        26.73         1202.85         1394.55
            33483040              55        24.25        24.25         1333.75         1566.40
            34389249              83        17.68        17.68         1467.44         1874.14
            22387159              81        13.54        13.54         1096.74         1551.15
            17800899              16        22.20        22.20          355.20          416.16
            34389249              83        17.68        17.68         1467.44         1874.14
            18977685              81        16.39        16.39         1327.59         1649.16
            84623811               2        15.66        15.66           31.32           41.80
            84623811               2        15.66        15.66           31.32           41.80
            63435178              55        22.04        22.04         1212.20         1493.80
            76076746              64        15.72        15.72         1006.08         1234.56
            17103483              86        24.10        24.10         2072.60         2352.96
            85699860              21        20.28        20.28          425.88          490.77
            15917508              81        28.92        28.92         2342.52         2588.76
            68324629               6        24.98        24.98          149.88          183.66
            58782510              80        21.90        21.90         1752.00         2039.20
            35631998              79        25.89        25.89         2045.31         2335.24
            37948824              62        25.06        25.06         1553.72         1777.54
            18870895              77        22.80        22.80         1755.60         2040.50
            57739204               1        23.02        23.02           23.02           27.52
            42145649              30        19.23        19.23          576.90          747.00
            53972005              43        22.81        22.81          980.83         1225.93
            73638310              31        14.74        14.74          456.94          599.85
            71529535              21        27.36        27.36          574.56          651.84
            50536431              89        26.48        26.48         2356.72         2668.22
            57301383              68        15.52        15.52         1055.36         1459.28
            72874936               5        18.34        18.34           91.70          114.80
            43436020              40        25.86        25.86         1034.40         1239.60
            12880478              18        24.61        24.61          442.98          543.60
            50036717               8        24.69        24.69          197.52          229.84
            82011078              13        18.39        18.39          239.07          302.64
            49013255              89        18.32        18.32         1630.48         2160.03
            88563106              11        11.74        11.74          129.14          176.11
            29691501              57        22.78        22.78         1298.46         1611.96
            22142782              41        17.65        17.65          723.65          893.80
            83234292              26        23.80        23.80          618.80          760.24
            14379934              45        29.70        29.70         1336.50         1492.65
            53741016              54        23.69        23.69         1279.26         1463.40
            35342162              75        29.91        29.91         2243.25         2598.75
            69384947              99        12.41        12.41         1228.59         1658.25
            52614745              37        22.62        22.62          836.94         1045.25
            60716308              47        20.86        20.86          980.42         1258.66
            64382696              86        15.98        15.98         1374.28         1769.02
            82258988              50        17.04        17.04          852.00         1038.00
            69358897              32        23.73        23.73          759.36          919.36
            21552284              30        10.40        10.40          312.00          455.40
            15555649              71        18.67        18.67         1325.57         1567.68
            54404663              50        25.23        25.23         1261.50         1458.00
            54036898              68        10.71        10.71          728.28          937.04
            69865581              94        21.26        21.26         1998.44         2486.30
            72660734              37        22.74        22.74          841.38         1006.03
            41610696               9        14.03        14.03          126.27          155.70
            36511952              85        13.32        13.32         1132.20         1518.95
            23026496              35        20.95        20.95          733.25          871.50
            59734200              12        25.75        25.75          309.00          374.64
